OBJECTID,FID_houston_100,DFIRM_ID,VERSION_ID,FLD_AR_ID,STUDY_TYP,FLD_ZONE,ZONE_SUBTY,SFHA_TF,STATIC_BFE,V_DATUM,DEPTH,LEN_UNIT,VELOCITY,VEL_UNIT,AR_REVERT,AR_SUBTRV,BFE_REVERT,DEP_REVERT,DUAL_ZONE,SOURCE_CIT,FID_cartodb_query,name,holc_id,holc_grade,Shape_Length,Shape_Area,area_sf
27,899,48201C,1.1.1.0,48201C_2250,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,32, , ,D,0.002348013651730,0.000000078453137,9070.530408921949856
28,1055,48201C,1.1.1.0,48201C_2593,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,34, , ,C,0.001101996773582,0.000000051371547,5939.223675727127556
29,1056,48201C,1.1.1.0,48201C_2594,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,34, , ,C,0.023962390571557,0.000005573621703,644409.845624414389022
30,1202,48201C,1.1.1.0,48201C_2921,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY3,34, , ,C,0.000293468867878,0.000000003111682,359.783670165986791
31,1202,48201C,1.1.1.0,48201C_2921,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY3,37, , ,B,0.022194621950681,0.000003905402680,451555.446674530510791
32,1305,48201C,1.1.1.0,48201C_3161,NP,A, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,36, , ,D,0.011474410146963,0.000002787345141,322199.420084322919138
33,1341,48201C,1.1.1.0,48201C_3236,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY3,34, , ,C,0.005531849591875,0.000000451706291,52229.596960827395378
34,1506,48201C,1.1.1.0,48201C_3725,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY3,38, , ,C,0.025771721962513,0.000007767924008,898178.071966446354054
35,1552,48201C,1.1.1.0,48201C_3875,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY3,34, , ,C,0.017587146165250,0.000003390369810,392016.636133170919493
36,1637,48201C,1.1.1.0,48201C_4117,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY3,38, , ,C,0.007591400287486,0.000000780299779,90224.722805736979353
37,1645,48201C,1.1.1.0,48201C_4140,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,34, , ,C,0.000636487557023,0.000000016620893,1921.886676807288723
38,1680,48201C,1.1.1.0,48201C_4248,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,34, , ,C,0.013344422872494,0.000003386536370,391581.338413255638443
39,1681,48201C,1.1.1.0,48201C_4249,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,34, , ,C,0.004643520688075,0.000000259126433,29962.174062426263845
40,1684,48201C,1.1.1.0,48201C_4252,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,34, , ,C,0.015793915427720,0.000002878093851,332776.888493128528353
41,1684,48201C,1.1.1.0,48201C_4252,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,37, , ,B,0.006867416690475,0.000001438384271,166310.972241941519314
42,1685,48201C,1.1.1.0,48201C_4253,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,34, , ,C,0.025829667982605,0.000005174182150,598260.412495577940717
43,1822,48201C,1.1.1.0,48201C_4641,NP,AE,FLOODWAY,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,36, , ,D,0.010326964129683,0.000001869098892,216069.277480337594170
44,1869,48201C,1.1.1.0,48201C_4738,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,34, , ,C,0.001224122122147,0.000000050841911,5878.816683829092653
45,1870,48201C,1.1.1.0,48201C_4739,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,34, , ,C,0.002162192389999,0.000000261629118,30251.821538660071383
46,2027,48201C,1.1.1.0,48201C_5181,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY3,34, , ,C,0.000134834797193,0.000000000601335,69.528570320443251
47,2095,48201C,1.1.1.0,48201C_5317,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY3,37, , ,B,0.003637869105107,0.000000286397685,33114.564489610216697
48,2103,48201C,1.1.1.0,48201C_5330,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,7, , ,B,0.024881742083532,0.000005326475987,616229.349806754267775
49,2143,48201C,1.1.1.0,48201C_5406,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,8, , ,B,0.005966638778053,0.000001127643517,130454.459455769276246
50,2144,48201C,1.1.1.0,48201C_5410,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,32, , ,D,0.002582433143793,0.000000232852648,26922.600689813734789
51,2144,48201C,1.1.1.0,48201C_5410,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,34, , ,C,0.001280621691241,0.000000047110252,5446.944059079924955
52,2155,48201C,1.1.1.0,48201C_5432,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY3,34, , ,C,0.000026373589546,0.000000000025121,2.904019549736873
53,2171,48201C,1.1.1.0,48201C_5472,NP,AE,FLOODWAY,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY3,34, , ,C,0.019054223831520,0.000006432414559,743747.329506604583003
54,2171,48201C,1.1.1.0,48201C_5472,NP,AE,FLOODWAY,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY3,37, , ,B,0.005846302196666,0.000000779505227,90129.226515086164000
55,2171,48201C,1.1.1.0,48201C_5472,NP,AE,FLOODWAY,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY3,38, , ,C,0.029467319781736,0.000008637735876,998766.382087614038028
56,2213,48201C,1.1.1.0,48201C_5583,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,4, , ,C,0.005207704835738,0.000000781248826,90386.341626929890481
57,2213,48201C,1.1.1.0,48201C_5583,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,14, , ,A,0.021700128074721,0.000005594963679,647291.790598123101518
58,2235,48201C,1.1.1.0,48201C_5633,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY3,34, , ,C,0.005179799527176,0.000000564723731,65280.796523977209290
59,2313,48201C,1.1.1.0,48201C_5817,NP,AE,FLOODWAY,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_FIRM1,9, , ,A,0.014112412605429,0.000003136975019,362930.996066569350660
60,2313,48201C,1.1.1.0,48201C_5817,NP,AE,FLOODWAY,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_FIRM1,14, , ,A,0.007959339801902,0.000000594789468,68809.855922316040960
61,2358,48201C,2.3.3.3,48201C_5934,SFHAs WITH HIGH FLOOD RISK,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_FIRM1,5, , ,C,0.002341880243052,0.000000113122512,13085.740003253355098
62,2358,48201C,2.3.3.3,48201C_5934,SFHAs WITH HIGH FLOOD RISK,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_FIRM1,17, , ,C,0.022200668921791,0.000008628521441,998105.816317841527052
63,2373,48201C,1.1.1.0,48201C_6005,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,26, , ,D,0.002813195293008,0.000000169046138,19549.222418880621262
64,2753,48201C,2.3.3.3,48201C_6852,SFHAs WITH HIGH FLOOD RISK,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,5, , ,C,0.001857053220196,0.000000030432811,3520.960021285245602
65,2757,48201C,2.3.3.3,48201C_6856,SFHAs WITH HIGH FLOOD RISK,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,5, , ,C,0.000563299080444,0.000000008562278,990.588228018762265
66,2759,48201C,2.3.3.3,48201C_6858,SFHAs WITH HIGH FLOOD RISK,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,0, , ,B,0.000185127686994,0.000000001701824,196.907490386917630
67,2760,48201C,2.3.3.3,48201C_6859,SFHAs WITH HIGH FLOOD RISK,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,48201C_STUDY1,0, , ,B,0.003009182576054,0.000000068359965,7909.530294908880023
