FID,OBJECTID,FID_cartod,name,holc_id,holc_grade,FID_100per,DFIRM_ID,VERSION_ID,FLD_AR_ID,STUDY_TYP,FLD_ZONE,ZONE_SUBTY,SFHA_TF,STATIC_BFE,V_DATUM,DEPTH,LEN_UNIT,VELOCITY,VEL_UNIT,AR_REVERT,AR_SUBTRV,BFE_REVERT,DEP_REVERT,DUAL_ZONE,SOURCE_CIT,Shape_Leng,Shape_Area,area_sf
124,125,48, ,C23,C,1296,22071C,1.1.1.0,22071C_4730,NP,AE, ,T,2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.035276780569200,0.000001345570330,154941.714012000011280
125,126,48, ,C23,C,1297,22071C,1.1.1.0,22071C_4731,NP,AE, ,T,2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.004173008272580,0.000000096496748,11111.431780700000672
126,127,48, ,C23,C,1465,22071C,1.1.1.0,22071C_10452,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.009012354413650,0.000000502607053,57873.330247199999576
127,128,49, ,C24,C,260,22071C,1.1.1.0,22071C_5269,NP,AE, ,T,2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.024457763692300,0.000000941462891,108413.128236000004108
128,129,49, ,C24,C,684,22071C,1.1.1.0,22071C_5381,NP,AE, ,T,2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000512640047278,0.000000004287466,493.742322734000027
129,130,49, ,C24,C,730,22071C,1.1.1.0,22071C_5424,NP,AE, ,T,2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001117650737780,0.000000014587479,1679.886059660000001
130,131,49, ,C24,C,771,22071C,1.1.1.0,22071C_4723,NP,AE, ,T,2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001399251917030,0.000000057767530,6652.124568479999652
131,132,49, ,C24,C,772,22071C,1.1.1.0,22071C_4724,NP,AE, ,T,2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.017705053987300,0.000001134007243,130583.980045999996946
132,133,49, ,C24,C,1281,22071C,1.1.1.0,22071C_4701,NP,AE, ,T,-1.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001095466492980,0.000000013651853,1572.024591070000042
133,134,49, ,C24,C,1524,22071C,1.1.1.0,22071C_10504,NP,AE, ,T,2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.063443249842300,0.000003851529406,443529.420940999989398
134,135,50, ,C25,C,1524,22071C,1.1.1.0,22071C_10504,NP,AE, ,T,2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.003234133672390,0.000000152556385,17568.457662100001471
135,136,51,Algiers,C26,C,420,22071C,1.1.1.0,22071C_5533,NP,AE, ,T,0.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001095897437000,0.000000031053464,3576.745868240000163
136,137,51,Algiers,C26,C,421,22071C,1.1.1.0,22071C_5534,NP,AE, ,T,0.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.003051221421760,0.000000076724270,8837.105178129999331
137,138,51,Algiers,C26,C,1578,22071C,1.1.1.0,22071C_10557,NP,AE, ,T,0.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.004635127248100,0.000000120499627,13879.135749900000519
138,139,51,Algiers,C26,C,1580,22071C,1.1.1.0,22071C_10559,NP,AE, ,T,0.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.022144974380600,0.000001496604874,172379.003449999989243
139,140,53,Algiers and Gretna,C28,C,1392,22071C,1.1.1.0,22071C_10813,NP,AE, ,T,2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.019643298381900,0.000002219980401,255693.675117000006139
140,141,53,Algiers and Gretna,C28,C,1602,22071C,1.1.1.0,22071C_10784,NP,AE, ,T,1.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.026763567538200,0.000002075932413,239105.209354999999050
141,142,53,Algiers and Gretna,C28,C,1603,22071C,1.1.1.0,22071C_10785,NP,AE, ,T,0.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.009819921355680,0.000000700411742,80674.072763100004522
142,143,60, ,C34,C,0,22071C,1.1.1.0,22071C_10389,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.005663136736970,0.000000157182226,18106.657607699999062
143,144,60, ,C34,C,299,22071C,1.1.1.0,22071C_5347,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000788074868173,0.000000010812717,1245.460145320000038
144,145,60, ,C34,C,694,22071C,1.1.1.0,22071C_5388,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002642429943630,0.000000072874743,8394.603591439999946
145,146,60, ,C34,C,919,22071C,1.1.1.0,22071C_4274,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001226844318640,0.000000028125337,3239.907372229999964
146,147,60, ,C34,C,920,22071C,1.1.1.0,22071C_4275,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002035152316520,0.000000034235887,3943.802869829999963
147,148,60, ,C34,C,924,22071C,1.1.1.0,22071C_4283,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.004707593286160,0.000000116335001,13399.733845799999472
148,149,60, ,C34,C,940,22071C,1.1.1.0,22071C_4281,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000244910109876,0.000000002233018,257.211086266999985
149,150,60, ,C34,C,941,22071C,1.1.1.0,22071C_4282,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000946260969597,0.000000017356207,1999.124628210000083
150,151,60, ,C34,C,1395,22071C,1.1.1.0,22071C_10390,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.009990555488320,0.000000247350744,28493.066853000000265
151,152,61, ,C35,C,922,22071C,1.1.1.0,22071C_4277,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002895572123030,0.000000088270238,10168.217645799999445
152,153,61, ,C35,C,923,22071C,1.1.1.0,22071C_4278,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000924642545368,0.000000028365974,3267.588721399999940
153,154,61, ,C35,C,938,22071C,1.1.1.0,22071C_4279,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.005403501062980,0.000000147594096,17000.986133999998856
154,155,61, ,C35,C,939,22071C,1.1.1.0,22071C_4280,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001233366803690,0.000000027723191,3193.336378659999809
155,156,61, ,C35,C,1395,22071C,1.1.1.0,22071C_10390,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.065818638069200,0.000003004717952,346119.728011000028346
156,157,62, ,C36,C,237,22071C,1.1.1.0,22071C_5305,NP,AE, ,T,-1.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001781915095300,0.000000042982288,4951.061167890000434
157,158,62, ,C36,C,1526,22071C,1.1.1.0,22071C_10506,NP,AE, ,T,-1.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.068935029226800,0.000010533068601,1213219.606900000013411
158,159,63, ,C37,C,913,22071C,1.1.1.0,22071C_4260,NP,AE, ,T,-1.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000862209637880,0.000000014503056,1670.513002350000079
159,160,63, ,C37,C,1526,22071C,1.1.1.0,22071C_10506,NP,AE, ,T,-1.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.068544260059600,0.000006026252943,694123.969003999955021
160,161,64, ,C38,C,1193,22071C,1.1.1.0,22071C_4534,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001179348677360,0.000000042797200,4928.644328350000251
161,162,64, ,C38,C,1526,22071C,1.1.1.0,22071C_10506,NP,AE, ,T,-1.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.138112683201000,0.000065373285279,7529132.735630000010133
162,163,65, ,C39,C,1193,22071C,1.1.1.0,22071C_4534,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002424773534680,0.000000034236625,3942.497497880000083
163,164,65, ,C39,C,1235,22071C,1.1.1.0,22071C_4572,NP,AE, ,T,-2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002085244014200,0.000000111360451,12823.797198500000377
164,165,65, ,C39,C,1241,22071C,1.1.1.0,22071C_4578,NP,AE, ,T,-2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001559851030970,0.000000066119601,7613.778991789999964
165,166,65, ,C39,C,1447,22071C,1.1.1.0,22071C_10434,NP,AE, ,T,-2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.048761705928600,0.000004587662408,528285.527885999996215
166,167,68, ,C41,C,233,22071C,1.1.1.0,22071C_5284,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001142003954030,0.000000018004094,2073.162660349999896
167,168,68, ,C41,C,1205,22071C,1.1.1.0,22071C_4552,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002185818588740,0.000000044796463,5158.262716950000140
168,169,69, ,C42,C,679,22071C,1.1.1.0,22071C_5358,NP,AE, ,T,-2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.012963095569700,0.000000463327821,53353.350495500002580
169,170,69, ,C42,C,1237,22071C,1.1.1.0,22071C_4574,NP,AE, ,T,-2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001350360193250,0.000000030144055,3471.220113809999930
170,171,69, ,C42,C,1239,22071C,1.1.1.0,22071C_4576,NP,AE, ,T,-2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001290366888150,0.000000034166760,3934.405601349999870
171,172,69, ,C42,C,1240,22071C,1.1.1.0,22071C_4577,NP,AE, ,T,-2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001678049319810,0.000000078798266,9073.785108949999994
172,173,69, ,C42,C,1446,22071C,1.1.1.0,22071C_10433,NP,AE, ,T,-2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.055042449716000,0.000002032842340,234086.885596999985864
173,174,69, ,C42,C,1458,22071C,1.1.1.0,22071C_10445,NP,AE, ,T,0.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.022682761878800,0.000001232557091,141931.262699000013527
174,175,70, ,C43,C,1458,22071C,1.1.1.0,22071C_10445,NP,AE, ,T,0.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.048562963709100,0.000002331864480,268541.365283999999519
175,176,72, ,C45,C,1457,22071C,1.1.1.0,22071C_10444,NP,AE, ,T,0.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.010895395487300,0.000000801458377,92297.342717799998354
176,177,72, ,C45,C,1458,22071C,1.1.1.0,22071C_10445,NP,AE, ,T,0.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.009542098864460,0.000000429825595,49499.741084599998430
177,178,73, ,C46,C,898,22071C,1.1.1.0,22071C_4638,NP,AE, ,T,0.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000691127148656,0.000000013363264,1538.989702739999984
178,179,73, ,C46,C,1457,22071C,1.1.1.0,22071C_10444,NP,AE, ,T,0.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.005934762781720,0.000000168024863,19350.267587800000911
179,180,76, ,C49,C,1526,22071C,1.1.1.0,22071C_10506,NP,AE, ,T,-1.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.057258716888700,0.000010479491392,1207028.257639999967068
180,181,78, ,C50,C,0,22071C,1.1.1.0,22071C_10389,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.010828738253300,0.000000389074687,44819.264021000002685
181,182,78, ,C50,C,921,22071C,1.1.1.0,22071C_4276,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001145420041730,0.000000017026168,1961.318753360000073
182,183,78, ,C50,C,944,22071C,1.1.1.0,22071C_4291,NP,AE, ,T,4.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.006354189035690,0.000000230662150,26571.055962200000067
183,184,78, ,C50,C,1396,22071C,1.1.1.0,22071C_10391,NP,AE, ,T,4.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001460137994010,0.000000027596178,3178.937235800000053
184,185,79, ,C51,C,0,22071C,1.1.1.0,22071C_10389,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002230952100230,0.000000066755456,7689.913215990000026
185,186,79, ,C51,C,300,22071C,1.1.1.0,22071C_5348,NP,AE, ,T,4.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000922479765870,0.000000016576708,1909.559106870000051
186,187,79, ,C51,C,942,22071C,1.1.1.0,22071C_4289,NP,AE, ,T,4.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001483546715490,0.000000018511925,2132.523813299999802
187,188,79, ,C51,C,943,22071C,1.1.1.0,22071C_4290,NP,AE, ,T,4.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.003357518930130,0.000000064923005,7478.910666730000230
188,189,79, ,C51,C,944,22071C,1.1.1.0,22071C_4291,NP,AE, ,T,4.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.005156683265970,0.000000105352500,12136.117381599999135
189,190,79, ,C51,C,1396,22071C,1.1.1.0,22071C_10391,NP,AE, ,T,4.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.137095544414000,0.000008871584796,1021965.760149999987334
190,191,83,Part of Lakeview,C8,C,179,22071C,1.1.1.0,22071C_5317,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.004045024683760,0.000000147932029,17029.192067399999360
191,192,83,Part of Lakeview,C8,C,788,22071C,1.1.1.0,22071C_4765,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002006520547460,0.000000088723476,10213.328258400000777
192,193,83,Part of Lakeview,C8,C,791,22071C,1.1.1.0,22071C_4768,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000605808693984,0.000000019797555,2278.965486909999981
193,194,83,Part of Lakeview,C8,C,797,22071C,1.1.1.0,22071C_4779,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001106500872560,0.000000036139582,4159.968771249999918
194,195,83,Part of Lakeview,C8,C,799,22071C,1.1.1.0,22071C_4790,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000706971498026,0.000000015145641,1743.327270060000046
195,196,83,Part of Lakeview,C8,C,800,22071C,1.1.1.0,22071C_4791,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000921143945665,0.000000013828636,1591.733388209999930
196,197,83,Part of Lakeview,C8,C,813,22071C,1.1.1.0,22071C_4829,NP,AE, ,T,-4.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000355447252616,0.000000006718762,773.435488357000054
197,198,83,Part of Lakeview,C8,C,1324,22071C,1.1.1.0,22071C_4773,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000554948842624,0.000000015382433,1770.699443179999889
198,199,83,Part of Lakeview,C8,C,1325,22071C,1.1.1.0,22071C_4781,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002642206602730,0.000000071975287,8284.949935349999578
199,200,83,Part of Lakeview,C8,C,1327,22071C,1.1.1.0,22071C_4783,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001002230400740,0.000000023534952,2709.038246959999924
200,201,83,Part of Lakeview,C8,C,1329,22071C,1.1.1.0,22071C_4785,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000791527634395,0.000000025546787,2940.591174329999831
201,202,83,Part of Lakeview,C8,C,1466,22071C,1.1.1.0,22071C_10455,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.031152094681000,0.000002279280314,262368.216384000028484
202,203,83,Part of Lakeview,C8,C,1467,22071C,1.1.1.0,22071C_10456,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.052326221534400,0.000003604605325,414920.404088000010233
203,204,83,Part of Lakeview,C8,C,1468,22071C,1.1.1.0,22071C_10457,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.054516209242500,0.000003861438806,444481.470956999983173
204,205,83,Part of Lakeview,C8,C,1469,22071C,1.1.1.0,22071C_10458,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.040161845988100,0.000002233974007,257145.055640000005951
205,206,83,Part of Lakeview,C8,C,1471,22071C,1.1.1.0,22071C_10460,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.008853681638450,0.000000446358680,51378.041125299998384
206,207,83,Part of Lakeview,C8,C,1472,22071C,1.1.1.0,22071C_10461,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.196801115835000,0.000047049827687,5415267.076419999822974
207,208,84,Part of Lakeview,C9,C,176,22071C,1.1.1.0,22071C_5304,NP,AE, ,T,-4.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.007868180508180,0.000000485385817,55877.865348400002404
208,209,84,Part of Lakeview,C9,C,220,22071C,1.1.1.0,22071C_5258,NP,AE, ,T,-4.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000736920442767,0.000000015932631,1834.189536540000063
209,210,84,Part of Lakeview,C9,C,222,22071C,1.1.1.0,22071C_5260,NP,AE, ,T,-4.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002800042280690,0.000000062870467,7237.725606089999928
210,211,84,Part of Lakeview,C9,C,223,22071C,1.1.1.0,22071C_5261,NP,AE, ,T,-4.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.028681639454400,0.000001021264064,117567.986506999994162
211,212,84,Part of Lakeview,C9,C,270,22071C,1.1.1.0,22071C_5294,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001741809433770,0.000000030469317,3507.580947209999977
212,213,84,Part of Lakeview,C9,C,783,22071C,1.1.1.0,22071C_4755,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000940739434549,0.000000024667465,2839.692484889999832
213,214,84,Part of Lakeview,C9,C,786,22071C,1.1.1.0,22071C_4763,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000406925193049,0.000000004061871,467.590116207999984
214,215,84,Part of Lakeview,C9,C,813,22071C,1.1.1.0,22071C_4829,NP,AE, ,T,-4.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000550734391525,0.000000011866757,1366.052520700000059
215,216,84,Part of Lakeview,C9,C,837,22071C,1.1.1.0,22071C_4820,NP,AE, ,T,-4.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001114199112660,0.000000014217875,1636.750254119999909
216,217,84,Part of Lakeview,C9,C,838,22071C,1.1.1.0,22071C_4821,NP,AE, ,T,-4.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001256979779090,0.000000029091515,3348.978285170000163
217,218,84,Part of Lakeview,C9,C,844,22071C,1.1.1.0,22071C_4827,NP,AE, ,T,-4.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000934369690731,0.000000027160321,3126.591370459999780
