FID,OBJECTID,FID_cartod,name,holc_id,holc_grade,FID_100per,DFIRM_ID,VERSION_ID,FLD_AR_ID,STUDY_TYP,FLD_ZONE,ZONE_SUBTY,SFHA_TF,STATIC_BFE,V_DATUM,DEPTH,LEN_UNIT,VELOCITY,VEL_UNIT,AR_REVERT,AR_SUBTRV,BFE_REVERT,DEP_REVERT,DUAL_ZONE,SOURCE_CIT,Shape_Leng,Shape_Area,area_sf
218,219,84,Part of Lakeview,C9,C,1199,22071C,1.1.1.0,22071C_4546,NP,AE, ,T,-4.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.009716579696930,0.000000335669067,38642.955329900003562
219,220,84,Part of Lakeview,C9,C,1313,22071C,1.1.1.0,22071C_4753,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001220927240020,0.000000018135365,2087.734906549999778
220,221,84,Part of Lakeview,C9,C,1314,22071C,1.1.1.0,22071C_4754,NP,AE, ,T,-5.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.003825261258450,0.000000496108894,57112.167660599996452
221,222,84,Part of Lakeview,C9,C,1530,22071C,1.1.1.0,22071C_10509,NP,AE, ,T,-4.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.006411241740210,0.000000310747668,35773.896670100002666
222,223,85, ,D,D,1526,22071C,1.1.1.0,22071C_10506,NP,AE, ,T,-1.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.015753422317600,0.000000576877609,66438.139285800003563
223,224,86, ,D,D,1526,22071C,1.1.1.0,22071C_10506,NP,AE, ,T,-1.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.013035812849900,0.000003884710328,447398.951670999987982
224,225,88, ,D10,D,1298,22071C,1.1.1.0,22071C_4732,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000937459920510,0.000000019753070,2274.698647480000091
225,226,88, ,D10,D,1299,22071C,1.1.1.0,22071C_4733,NP,AE, ,T,3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000375184789370,0.000000005133399,591.116972159000056
226,227,89, ,D11,D,63,22071C,1.1.1.0,22071C_4897,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000954299975941,0.000000019245328,2215.499368839999988
227,228,89, ,D11,D,64,22071C,1.1.1.0,22071C_4898,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001399653556190,0.000000030375713,3496.814731540000139
228,229,89, ,D11,D,65,22071C,1.1.1.0,22071C_4899,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000558514096960,0.000000020341665,2341.706513799999811
229,230,89, ,D11,D,68,22071C,1.1.1.0,22071C_4900,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000786010955030,0.000000024598295,2831.709239700000126
230,231,89, ,D11,D,69,22071C,1.1.1.0,22071C_4901,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000716826941455,0.000000017276043,1988.784121570000025
231,232,89, ,D11,D,70,22071C,1.1.1.0,22071C_4902,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001629293762080,0.000000028211534,3247.654164269999910
232,233,89, ,D11,D,72,22071C,1.1.1.0,22071C_4904,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001778082172520,0.000000036884188,4246.004604720000316
233,234,89, ,D11,D,73,22071C,1.1.1.0,22071C_4905,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002309590188360,0.000000082475477,9494.368191730000035
234,235,89, ,D11,D,74,22071C,1.1.1.0,22071C_4906,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000707595391938,0.000000014406446,1658.417873189999909
235,236,89, ,D11,D,84,22071C,1.1.1.0,22071C_4910,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001554472016700,0.000000038932726,4481.754172459999609
236,237,89, ,D11,D,87,22071C,1.1.1.0,22071C_4914,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.024103100200100,0.000001256178306,144603.183572000009008
237,238,89, ,D11,D,90,22071C,1.1.1.0,22071C_4916,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001990281380750,0.000000044936894,5172.768646649999937
238,239,89, ,D11,D,93,22071C,1.1.1.0,22071C_4919,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.007659970040370,0.000000261441448,30094.957559599999513
239,240,89, ,D11,D,94,22071C,1.1.1.0,22071C_4920,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002111109458820,0.000000048294957,5559.297987689999900
240,241,89, ,D11,D,96,22071C,1.1.1.0,22071C_4922,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001032242289550,0.000000015298142,1760.974418719999903
241,242,89, ,D11,D,99,22071C,1.1.1.0,22071C_4923,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000277474987451,0.000000001307006,150.449248911000012
242,243,89, ,D11,D,227,22071C,1.1.1.0,22071C_5265,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.004990848750940,0.000000716383463,82468.541849100001855
243,244,89, ,D11,D,306,22071C,1.1.1.0,22071C_5341,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001315707657690,0.000000046207098,5318.988049700000374
244,245,89, ,D11,D,664,22071C,1.1.1.0,22071C_5370,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001086023793990,0.000000026176589,3013.357086519999939
245,246,89, ,D11,D,702,22071C,1.1.1.0,22071C_5396,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.004145808878180,0.000000116521364,13413.714743299999100
246,247,89, ,D11,D,703,22071C,1.1.1.0,22071C_5397,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002868527305550,0.000000087368994,10057.576656999999614
247,248,89, ,D11,D,1482,22071C,1.1.1.0,22071C_10469,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.020169711159500,0.000000693542237,79838.832609499993850
248,249,89, ,D11,D,1483,22071C,1.1.1.0,22071C_10470,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.048734794361300,0.000004395049858,505932.570135999994818
249,250,89, ,D11,D,1485,22071C,1.1.1.0,22071C_10472,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.004233281045770,0.000000093029780,10708.680294600000707
250,251,90,Gentilly,D12,D,227,22071C,1.1.1.0,22071C_5265,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.005675129764430,0.000000532184614,61256.469816099997843
251,252,91, ,D13,D,1478,22071C,1.1.1.0,22071C_10465,NP,AE, ,T,-6.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.042882802375800,0.000006893671067,793385.443623000057414
252,253,92,Liberty Terrace,D14,D,89,22071C,1.1.1.0,22071C_4912,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002411662476950,0.000000064549172,7430.522958329999710
253,254,92,Liberty Terrace,D14,D,227,22071C,1.1.1.0,22071C_5265,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.013578053447900,0.000001609309924,185250.248110999993514
254,255,92,Liberty Terrace,D14,D,1487,22071C,1.1.1.0,22071C_10474,NP,AE, ,T,-1.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.031044217319200,0.000004565888884,525586.644777999958023
255,256,92,Liberty Terrace,D14,D,1538,22071C,1.1.1.0,22071C_10517,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000421033615457,0.000000005103499,587.489139238999996
256,257,93, ,D15,D,1538,22071C,1.1.1.0,22071C_10517,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.012025013815600,0.000006760226878,778250.888847999973223
257,258,94, ,D16,D,1538,22071C,1.1.1.0,22071C_10517,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.017084494384200,0.000008247143901,949444.850131000042893
258,259,95, ,D17,D,227,22071C,1.1.1.0,22071C_5265,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.009397545048430,0.000000361550892,41618.598016700001608
259,260,96, ,D18,D,227,22071C,1.1.1.0,22071C_5265,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.018994493526700,0.000000566707891,65260.895641000002797
260,261,96, ,D18,D,268,22071C,1.1.1.0,22071C_5292,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001056208677150,0.000000019334946,2226.012466409999888
261,262,96, ,D18,D,721,22071C,1.1.1.0,22071C_5415,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.003142832942400,0.000000054868309,6317.129384699999719
262,263,96, ,D18,D,1224,22071C,1.1.1.0,22071C_4661,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001085655664160,0.000000030201115,3477.123207130000083
263,264,96, ,D18,D,1242,22071C,1.1.1.0,22071C_4662,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000633376480979,0.000000016427198,1891.294568040000058
264,265,96, ,D18,D,1243,22071C,1.1.1.0,22071C_4663,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.004169909505840,0.000000060711778,6989.845816519999971
265,266,96, ,D18,D,1245,22071C,1.1.1.0,22071C_4665,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000668425457590,0.000000014298149,1646.148462059999929
266,267,96, ,D18,D,1246,22071C,1.1.1.0,22071C_4666,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001101662085170,0.000000032015767,3685.981207740000173
267,268,96, ,D18,D,1248,22071C,1.1.1.0,22071C_4668,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001107031354550,0.000000036736895,4229.505856970000423
268,269,96, ,D18,D,1252,22071C,1.1.1.0,22071C_4672,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000925659724713,0.000000017012347,1958.581594450000011
269,270,96, ,D18,D,1460,22071C,1.1.1.0,22071C_10447,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.075191786526600,0.000002773677911,319331.821858000010252
270,271,97, ,D19,D,267,22071C,1.1.1.0,22071C_5291,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.005633686816510,0.000000145849276,16792.191499799999292
271,272,97, ,D19,D,1219,22071C,1.1.1.0,22071C_4656,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000884995475934,0.000000013118965,1510.439918849999913
272,273,97, ,D19,D,1221,22071C,1.1.1.0,22071C_4658,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.008574107169480,0.000000316984567,36495.776571599999443
273,274,97, ,D19,D,1222,22071C,1.1.1.0,22071C_4659,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.003522947173080,0.000000053354673,6142.893985830000020
274,275,97, ,D19,D,1223,22071C,1.1.1.0,22071C_4660,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001335688589440,0.000000031282490,3601.625151239999923
275,276,97, ,D19,D,1247,22071C,1.1.1.0,22071C_4667,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001611911992930,0.000000033785602,3889.745592549999856
276,277,97, ,D19,D,1550,22071C,1.1.1.0,22071C_10529,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.122892523479000,0.000013195073500,1519157.543520000064746
277,278,98, ,D2,D,679,22071C,1.1.1.0,22071C_5358,NP,AE, ,T,-2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002596309329030,0.000000098656248,11360.397095099999206
278,279,98, ,D2,D,717,22071C,1.1.1.0,22071C_5411,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001464283548200,0.000000060118749,6922.231951939999817
279,280,98, ,D2,D,759,22071C,1.1.1.0,22071C_4581,NP,AE, ,T,-2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.004162629703000,0.000000145217773,16721.919699599999149
280,281,98, ,D2,D,760,22071C,1.1.1.0,22071C_4582,NP,AE, ,T,-2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001544295498880,0.000000039199571,4513.837078040000051
281,282,98, ,D2,D,761,22071C,1.1.1.0,22071C_4583,NP,AE, ,T,-2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.003805576435730,0.000000124820101,14373.038582999999562
282,283,98, ,D2,D,762,22071C,1.1.1.0,22071C_4584,NP,AE, ,T,-2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001025149868100,0.000000020410606,2350.271942580000086
283,284,98, ,D2,D,845,22071C,1.1.1.0,22071C_4585,NP,AE, ,T,-2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001270814232690,0.000000020413602,2350.608168669999941
284,285,98, ,D2,D,847,22071C,1.1.1.0,22071C_4587,NP,AE, ,T,-2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002407249625410,0.000000075396027,8681.754470359999686
285,286,98, ,D2,D,1165,22071C,1.1.1.0,22071C_4535,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.017308868203700,0.000001580766548,182064.996058999997331
286,287,98, ,D2,D,1201,22071C,1.1.1.0,22071C_4548,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002484378966520,0.000000055880324,6434.643882630000007
287,288,98, ,D2,D,1202,22071C,1.1.1.0,22071C_4549,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.003441208535270,0.000000118649786,13662.495395199999621
288,289,98, ,D2,D,1204,22071C,1.1.1.0,22071C_4551,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001332179726210,0.000000019758775,2275.200393319999876
289,290,98, ,D2,D,1206,22071C,1.1.1.0,22071C_4553,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001489879236080,0.000000023596439,2717.090515849999974
290,291,98, ,D2,D,1207,22071C,1.1.1.0,22071C_4561,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001343660454210,0.000000030965047,3565.521423159999813
291,292,98, ,D2,D,1208,22071C,1.1.1.0,22071C_4562,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001901856594500,0.000000041447298,4772.521475460000147
292,293,98, ,D2,D,1209,22071C,1.1.1.0,22071C_4563,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002355738473300,0.000000049605496,5711.894645090000267
293,294,98, ,D2,D,1210,22071C,1.1.1.0,22071C_4564,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002016418436490,0.000000051123082,5886.639341729999614
294,295,98, ,D2,D,1211,22071C,1.1.1.0,22071C_4565,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.004079410692740,0.000000163077076,18777.738051899999846
295,296,98, ,D2,D,1212,22071C,1.1.1.0,22071C_4569,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.004648562872510,0.000000093341318,10747.870324899999105
296,297,98, ,D2,D,1213,22071C,1.1.1.0,22071C_4570,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.014271116244700,0.000001535862161,176857.368902999995044
297,298,98, ,D2,D,1225,22071C,1.1.1.0,22071C_4554,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001453492844750,0.000000060487290,6964.988606949999848
298,299,98, ,D2,D,1226,22071C,1.1.1.0,22071C_4555,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001836689437710,0.000000065787900,7575.329576029999771
299,300,98, ,D2,D,1227,22071C,1.1.1.0,22071C_4556,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000981658536078,0.000000021075134,2426.745290299999851
300,301,98, ,D2,D,1228,22071C,1.1.1.0,22071C_4557,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002056737269140,0.000000052953443,6097.452185989999634
301,302,98, ,D2,D,1229,22071C,1.1.1.0,22071C_4558,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002829098862280,0.000000061446075,7075.355976890000420
302,303,98, ,D2,D,1230,22071C,1.1.1.0,22071C_4559,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000713754766474,0.000000018849234,2170.429690859999937
303,304,98, ,D2,D,1231,22071C,1.1.1.0,22071C_4560,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001868978002600,0.000000060994020,7023.269914520000384
304,305,98, ,D2,D,1232,22071C,1.1.1.0,22071C_4566,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.008491070549940,0.000000305650954,35194.711173600000620
305,306,98, ,D2,D,1233,22071C,1.1.1.0,22071C_4567,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000892088662755,0.000000015460319,1780.194053279999935
306,307,98, ,D2,D,1234,22071C,1.1.1.0,22071C_4568,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000834453677051,0.000000019028868,2191.097303009999905
307,308,98, ,D2,D,1445,22071C,1.1.1.0,22071C_10432,NP,AE, ,T,-3.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.078436873353000,0.000017323160630,1994666.769480000017211
308,309,98, ,D2,D,1446,22071C,1.1.1.0,22071C_10433,NP,AE, ,T,-2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.007249341660270,0.000000141608021,16306.238453500000105
309,310,98, ,D2,D,1449,22071C,1.1.1.0,22071C_10436,NP,AE, ,T,-2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.025473148161200,0.000006684538821,769657.815203999984078
310,311,98, ,D2,D,1458,22071C,1.1.1.0,22071C_10445,NP,AE, ,T,0.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.002997540101570,0.000000207194433,23858.762623700000404
311,312,100, ,D21,D,218,22071C,1.1.1.0,22071C_5256,NP,AE, ,T,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.001630574872910,0.000000031891584,3672.434445249999953
312,313,100, ,D21,D,773,22071C,1.1.1.0,22071C_4725,NP,AE, ,T,2.000000000000000,NAVD88,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,22071C_STUDY13,0.000843589747106,0.000000014867920,1712.059132869999985
