OBJECTID,FID_miami_100,DFIRM_ID,VERSION_ID,FLD_AR_ID,STUDY_TYP,FLD_ZONE,ZONE_SUBTY,SFHA_TF,STATIC_BFE,V_DATUM,DEPTH,LEN_UNIT,VELOCITY,VEL_UNIT,AR_REVERT,AR_SUBTRV,BFE_REVERT,DEP_REVERT,DUAL_ZONE,SOURCE_CIT,FID_cartodb_query,name,holc_id,holc_grade,Shape_Length,Shape_Area,area_sf
42,464,12086C,1.1.1.0,12086C_1192,NP,VE, ,T,11.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_LOMC48,60,Buena Vista and Miramar,C9,C,0.004554286019551,0.000000142359737,17025.154290875925653
43,472,12086C,1.1.1.0,12086C_1221,NP,AH, ,T,11.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,71,Downtown Northwest,D7,D,0.018034113659495,0.000006277142740,750753.340559237985872
44,478,12086C,1.1.1.0,12086C_1233,NP,VE, ,T,11.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_LOMC13,60,Buena Vista and Miramar,C9,C,0.003881684501815,0.000000130997610,15667.050524894440969
45,484,12086C,1.1.1.0,12086C_1254,NP,VE, ,T,14.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_FIS1,25,Coconut Grove,B19,B,0.003430258364726,0.000000513220417,61418.997578814800363
46,486,12086C,1.1.1.0,12086C_1258,NP,AH, ,T,9.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,65,Hialeah,D13,D,0.008484761039804,0.000001122322295,134176.246535465354100
47,497,12086C,1.1.1.0,12086C_1284,NP,AH, ,T,11.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,71,Downtown Northwest,D7,D,0.005046347163370,0.000000883905785,105716.582417267622077
48,524,12086C,1.1.1.0,12086C_1381,NP,AH, ,T,7.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,32,Miami Springs,B25,B,0.005200291780041,0.000000632082576,75579.687497136750608
49,560,12086C,1.1.1.0,12086C_1516,NP,AH, ,T,10.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,44, ,C13,C,0.014981924440995,0.000001318269540,157705.195208922028542
50,560,12086C,1.1.1.0,12086C_1516,NP,AH, ,T,10.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,45, ,C14,C,0.001730148849713,0.000000035924192,4297.657802554122100
51,560,12086C,1.1.1.0,12086C_1516,NP,AH, ,T,10.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,72, ,D8,D,0.015103534266824,0.000007304688334,873852.334870962309651
52,563,12086C,1.1.1.0,12086C_1520,NP,AH, ,T,11.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,70,Northwest Miami,D6,D,0.033188200497612,0.000006644201997,794556.580565303214826
53,566,12086C,1.1.1.0,12086C_1526,NP,AH, ,T,6.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,51, ,C2,C,0.007011145638698,0.000002249386783,268897.644223509938456
54,566,12086C,1.1.1.0,12086C_1526,NP,AH, ,T,6.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,66, ,D2,D,0.012791227787109,0.000003127646997,373890.022765030676965
55,571,12086C,1.1.1.0,12086C_1538,NP,AH, ,T,10.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,59,Allapattah Park,C8,C,0.009285923218226,0.000001731443250,207059.840109495882643
56,573,12086C,1.1.1.0,12086C_1566,NP,AH, ,T,8.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,52,Hialeah,C20,C,0.057262666040681,0.000019252387578,2301962.431334450840950
57,573,12086C,1.1.1.0,12086C_1566,NP,AH, ,T,8.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,65,Hialeah,D13,D,0.079846666139784,0.000025790598283,3083470.337576999329031
58,576,12086C,1.1.1.0,12086C_1576,NP,VE, ,T,16.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_FIS1,1,Brickell Ave. District,A10,A,0.011324543647634,0.000000913627534,109312.100380680290982
59,576,12086C,1.1.1.0,12086C_1576,NP,VE, ,T,16.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_FIS1,24,Silver Bluff,B18,B,0.014487452364227,0.000001538289495,184063.619911835121457
60,576,12086C,1.1.1.0,12086C_1576,NP,VE, ,T,16.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_FIS1,25,Coconut Grove,B19,B,0.021780886819931,0.000003295098338,394322.989949344366323
61,613,12086C,1.1.1.0,12086C_1686,NP,AH, ,T,10.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,5,Coral Gables,A14,A,0.006514271167331,0.000001199571376,143565.424180634785444
62,620,12086C,1.1.1.0,12086C_1700,NP,AH, ,T,8.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,65,Hialeah,D13,D,0.006204878676479,0.000000411860855,49238.678097371412150
63,623,12086C,1.1.1.0,12086C_1704,NP,AH, ,T,8.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,6,Coral Gables,A15,A,0.003828018895253,0.000000364584871,43623.252593179102405
64,627,12086C,1.1.1.0,12086C_1711,NP,VE, ,T,10.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_FIS1,7,Shore Crest and Belle Meade,A2,A,0.001869120524633,0.000000088232240,10548.567519806838391
65,627,12086C,1.1.1.0,12086C_1711,NP,VE, ,T,10.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_FIS1,8,Bay Shore and Bay Shore Plaza,A3,A,0.003780925598908,0.000000117219981,14015.884362830682221
66,627,12086C,1.1.1.0,12086C_1711,NP,VE, ,T,10.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_FIS1,34,Baywood and Morningside,B4,B,0.002959893744758,0.000000187196693,22380.754023233279440
67,627,12086C,1.1.1.0,12086C_1711,NP,VE, ,T,10.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_FIS1,56,Lemon City,C5,C,0.004386597703688,0.000000258559909,30913.627785971333651
68,631,12086C,1.1.1.0,12086C_1720,NP,VE, ,T,11.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_LOMC26,60,Buena Vista and Miramar,C9,C,0.001800742508095,0.000000033086707,3956.794804359410591
69,633,12086C,1.1.1.0,12086C_1724,NP,AH, ,T,6.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,51, ,C2,C,0.004942309042273,0.000001040667211,124402.477539533938398
70,636,12086C,1.1.1.0,12086C_1731,NP,AH, ,T,6.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,51, ,C2,C,0.003583099130006,0.000000484183052,57880.204726384523383
71,660,12086C,1.1.1.0,12086C_1823,NP,VE, ,T,11.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_LOMC39,60,Buena Vista and Miramar,C9,C,0.004090401534434,0.000000156404003,18704.336113864217623
72,665,12086C,1.1.1.0,12086C_1833,NP,AH, ,T,8.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,65,Hialeah,D13,D,0.022607779370342,0.000004618233908,552119.591493256855756
73,689,12086C,1.1.1.0,12086C_1895,NP,AH, ,T,7.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,66, ,D2,D,0.008430676869578,0.000002316734064,276954.177146658650599
74,692,12086C,1.1.1.0,12086C_1902,NP,AH, ,T,8.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,65,Hialeah,D13,D,0.014371394712735,0.000002486219027,297250.347237075387966
75,701,12086C,1.1.1.0,12086C_1934,NP,AH, ,T,8.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,65,Hialeah,D13,D,0.006391822646391,0.000001176499879,140654.329677226574859
76,724,12086C,1.1.1.0,12086C_1991,NP,VE, ,T,10.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_FIS1,39, ,B9,B,0.004362624335148,0.000000123309755,14740.187518082126189
77,742,12086C,1.1.1.0,12086C_2038,NP,AH, ,T,10.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,59,Allapattah Park,C8,C,0.037831643971444,0.000006687280455,799701.057008684845641
78,744,12086C,1.1.1.0,12086C_2041,NP,AH, ,T,9.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,69, ,D5,D,0.067782256778138,0.000017680649193,2114166.951492500025779
79,750,12086C,1.1.1.0,12086C_2063,NP,AH, ,T,9.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,69, ,D5,D,0.005227676313440,0.000000307380395,36753.179675110928656
80,754,12086C,1.1.1.0,12086C_2091,NP,VE, ,T,11.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_LOMC29,60,Buena Vista and Miramar,C9,C,0.002193301815927,0.000000126880923,15174.323848434236425
81,758,12086C,1.1.1.0,12086C_2098,NP,AH, ,T,10.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,6,Coral Gables,A15,A,0.042048405500460,0.000004264278609,510163.549492715334054
82,758,12086C,1.1.1.0,12086C_2098,NP,AH, ,T,10.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,29,Coral Gables,B22,B,0.001198080584677,0.000000051748566,6191.263087983424157
83,766,12086C,1.1.1.0,12086C_2132,NP,AH, ,T,9.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,58, ,C7,C,0.013520352925768,0.000008082919462,966511.339106583502144
84,766,12086C,1.1.1.0,12086C_2132,NP,AH, ,T,9.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,69, ,D5,D,0.084558928081466,0.000029112922920,3481117.882866028696299
85,770,12086C,1.1.1.0,12086C_2160,NP,AH, ,T,9.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,65,Hialeah,D13,D,0.009356980813652,0.000000811001634,96960.522109169905889
86,780,12086C,1.1.1.0,12086C_2186,NP,AH, ,T,15.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,63,Kirkland Heights,D11,D,0.000902875348412,0.000000021003539,2512.469404879467220
87,806,12086C,1.1.1.0,12086C_2255,NP,VE, ,T,15.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY1,1,Brickell Ave. District,A10,A,0.009587756218852,0.000000703643266,84182.924992331914837
88,806,12086C,1.1.1.0,12086C_2255,NP,VE, ,T,15.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY1,45, ,C14,C,0.006900936992291,0.000000921029239,110182.431648648125702
89,809,12086C,1.1.1.0,12086C_2259,NP,VE, ,T,14.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY1,45, ,C14,C,0.004531130434257,0.000000989175721,118335.449414127942873
90,810,12086C,1.1.1.0,12086C_2262,NP,AH, ,T,9.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,65,Hialeah,D13,D,0.030089938573942,0.000018436996270,2203866.686456680297852
91,810,12086C,1.1.1.0,12086C_2262,NP,AH, ,T,9.000000000000000,NGVD29,-9999.000000000000000,Feet,-9999.000000000000000, , , ,-9999.000000000000000,-9999.000000000000000, ,12086C_STUDY4,66, ,D2,D,0.098296819598265,0.000092817507198,11095594.588585177436471
